text,rating,dormitory_id,user_id,,,,,,,,,,,,,,,,,,,,,,
ตอนแรกที่เข้ามาอยู่ในหอนี้ก็รู้สึกว่ามีข้อดีหลายอย่างนะ อย่างเช่น ห้องพักกว้างขวาง มีแสงธรรมชาติเข้ามาเยอะ ทำให้ไม่รู้สึกอึดอัด แอร์ก็เย็นใช้ได้ แม้เสียงจะดังไปบ้าง แต่ก็พอทนได้ พื้นที่ส่วนกลางก็มีที่นั่งพักผ่อนและห้องอ่านหนังสือให้ใช้งาน ซึ่งถือว่าสะดวกดี แต่พออยู่ไปนานๆ ก็เริ่มเจอปัญหาหลายอย่าง เช่น ลิฟต์บางครั้งช้าและต้องรอนานในช่วงเวลาที่คนเยอะ ทางเดินในตึกบางจุดไฟสลัวและมีมุมมืด ทำให้เดินตอนกลางคืนรู้สึกไม่ค่อยปลอดภัย ห้องน้ำบางห้องมีปัญหาเรื่องแรงดันน้ำและกลิ่นอับ ระบบแจ้งซ่อมผ่านแอปก็สะดวกดี แต่บางครั้งเจ้าหน้าที่ตอบช้า และบางปัญหาก็ไม่ได้รับการแก้ไขอย่างรวดเร็วเท่าที่ควร โดยรวมแล้ว หอพักนี้มีทั้งข้อดีและข้อเสียปะปนกัน ถ้าคุณไม่ซีเรียสเรื่องลิฟต์หรือเสียงรบกวนจากถนนข้างนอก ก็ถือว่าเป็นที่พักที่โอเคสำหรับนักศึกษา แต่ถ้าต้องการความสะดวกสบายเต็มที่และความเงียบสงบ อาจจะต้องมองหาที่อื่น สุดท้ายผมให้ 3 ดาว เพราะมันไม่ได้แย่จนทนไม่ได้ แต่ก็ไม่ได้ดีจนอยากแนะนำเต็มที่,3,USER76,DORM93,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้แย่มาก ห้องน้ำสกปรก มีกลิ่นเหม็น แอร์ก็ไม่เย็น ไม่แนะนำเลย,1,USER313,DORM403,,,,,,,,,,,,,,,,,,,,,,
เสียงดังตลอดเวลา นอนไม่หลับเลย แถมแมลงสาบเต็มห้อง เจ้าของหอไม่สนใจปัญหาเลย,1,USER383,DORM254,,,,,,,,,,,,,,,,,,,,,,
wifi ช้ามากกกก แทบจะใช้งานไม่ได้ ค่าห้องแพงแต่คุณภาพต่ำมาก,1,USER183,DORM235,,,,,,,,,,,,,,,,,,,,,,
บอกตรงๆว่าคือเหี้ยมาก เพื่อนร่วมหอเสียงดังตลอด รปภ.ก็ไม่สนใจ ร้องเรียนไปก็เหมือนพูดกับฝา,1,USER167,DORM174,,,,,,,,,,,,,,,,,,,,,,
อยู่บ่ได้ละเด้อ ฮ้อนคือไฟ แอร์บ่เย็น น้ำบ่ไหล เจ้าของหอกะบ่สนใจ เสียเงินเปล่าๆ,1,USER378,DORM381,,,,,,,,,,,,,,,,,,,,,,
Room so dirty มาก ทำความสะอาดไม่ดี security แย่สุดๆ เคยมีคนแปลกหน้าเข้ามาในตึกด้วย ไม่ปลอดภัยเลย,1,USER202,DORM313,,,,,,,,,,,,,,,,,,,,,,
มันไกลจากทุกอย่างมาก ไม่มีร้านอาหาร ไม่มีรถสาธารณะผ่าน เดินทางลำบากสุดๆ แถมแพงอีก เสียดายเงิน 😭😭😭,1,USER182,DORM49,,,,,,,,,,,,,,,,,,,,,,
แอร์พังบ่อยมาก แจ้งซ่อมแล้วก็ไม่มาซ่อมสักที ต้องทวงถามหลายรอบ เสียเวลารอเปล่าๆ แถมอินเทอร์เน็ตก็ช้า กดวิดีโอเป็นต้องรอบัฟเฟอร์ตลอด,1,USER343,DORM104,,,,,,,,,,,,,,,,,,,,,,
ผนังบางมากกก ได้ยินเสียงห้องข้างๆทุกอย่าง นอนไม่หลับเลย ต้องใส่ที่อุดหูทุกคืน แถมมีเสียงถนนรบกวนตลอด,1,USER102,DORM205,,,,,,,,,,,,,,,,,,,,,,
คือมันไม่โอเคมาก น้ำไม่ไหลบ่อย Internet connection so bad แถมค่าห้องก็แพง ไม่คุ้มกับราคาเลย นี่ regret มากที่เลือกอยู่หอนี้ 😡,1,USER471,DORM306,,,,,,,,,,,,,,,,,,,,,,
กฎระเบียบเยอะมาก ห้ามทำนู่นทำนี่ ค่าปรับแพงมาก ฝากเพื่อนมาหาก็เสียเงิน แถมเจ้าของหอชอบสอดรู้สอดเห็น บรรยากาศอึดอัดมาก,1,USER379,DORM237,,,,,,,,,,,,,,,,,,,,,,
คนดูแลหอไม่เป็นมิตรเลย พูดจาไม่ดี ดูถูกนักศึกษา เวลามีปัญหาไปแจ้งก็ชอบบ่นว่าทำไมเสียบ่อย ทั้งที่มันพังเองนะ service แย่มากกก,1,USER64,DORM480,,,,,,,,,,,,,,,,,,,,,,
ห้องแคบกว่าที่โฆษณาไว้มาก เฟอร์นิเจอร์เก่าและชำรุด แอร์ก็เสียงดัง แต่อย่างน้อยทำเลก็พอใช้ได้,2,USER119,DORM246,,,,,,,,,,,,,,,,,,,,,,
wifi ช้ามาก ใช้งานไม่ได้ในช่วงเย็น ต้องใช้เน็ตมือถือแทน อาหารแถวนี้ก็แพง แต่ค่าเช่าพอรับได้,2,USER389,DORM87,,,,,,,,,,,,,,,,,,,,,,
มีปัญหาเรื่องท่อน้ำตัน บ่อยมาก กว่าจะซ่อมก็นานมาก ห้องน้ำก็เล็ก แต่ยังดีที่รปภ.ดูแลดี,2,USER51,DORM457,,,,,,,,,,,,,,,,,,,,,,
มันก็พอไหวอยู่ แต่ไม่ค่อยประทับใจ ห้องเล็กไป น้ำอุ่นก็ใช้ได้บ้างไม่ได้บ้าง แต่พนักงานก็ยังดูแลดี,2,USER327,DORM219,,,,,,,,,,,,,,,,,,,,,,
ห้องขนาดพอดี แต่เฟอร์นิเจอร์เริ่มเก่าแล้ว อยากให้ปรับปรุงใหม่บ้าง,3,USER413,DORM259,,,,,,,,,,,,,,,,,,,,,,
น้ำแรงดี แอร์เย็น แต่ wifi ช้าไปนิดนึง,3,USER317,DORM450,,,,,,,,,,,,,,,,,,,,,,
ทำเลสะดวก ใกล้มหาวิทยาลัย แต่ที่จอดรถน้อยไปหน่อย,3,USER453,DORM373,,,,,,,,,,,,,,,,,,,,,,
แม่บ้านทำความสะอาดบ้างไม่ทำบ้าง แต่โดยรวมยังโอเคอยู่,3,USER421,DORM309,,,,,,,,,,,,,,,,,,,,,,
ลิฟต์ช้าและเก่า แต่มีพนักงานช่วยดูแลตลอดเวลา,3,USER70,DORM134,,,,,,,,,,,,,,,,,,,,,,
ราคาเหมาะสมกับสภาพหอ อุปกรณ์ครบแต่ไม่ใหม่มาก,3,USER30,DORM387,,,,,,,,,,,,,,,,,,,,,,
ห้องน้ำสะอาด แต่มีบางช่วงที่น้ำอุ่นไม่ค่อยสม่ำเสมอ,3,USER65,DORM410,,,,,,,,,,,,,,,,,,,,,,
แอร์เย็นดี เสียงไม่ดัง แต่ประตูห้องเก่าไปนิด,3,USER172,DORM58,,,,,,,,,,,,,,,,,,,,,,
เฟอร์นิเจอร์ครบ มีโต๊ะอ่านหนังสือ แต่ห้องมีกลิ่นอับตอนฝนตก,3,USER28,DORM140,,,,,,,,,,,,,,,,,,,,,,
อินเทอร์เน็ตโอเคตอนกลางวัน ตอนกลางคืนจะช้าหน่อย,3,USER468,DORM335,,,,,,,,,,,,,,,,,,,,,,
มีร้านอาหารใกล้ๆเยอะ แต่ช่วงเย็นรถติดมาก แถวหอเสียงดัง,3,USER344,DORM498,,,,,,,,,,,,,,,,,,,,,,
พนักงานบริการดี แต่บางครั้งตอบแชทช้าไปหน่อย,3,USER195,DORM344,,,,,,,,,,,,,,,,,,,,,,
ห้องสวยดี แต่ผนังบาง ได้ยินเสียงข้างห้องบ้างนิดหน่อย,3,USER326,DORM181,,,,,,,,,,,,,,,,,,,,,,
อุปกรณ์ในหอพอใช้งานได้ แต่เก่า อยากได้ของใหม่กว่านี้,3,USER485,DORM426,,,,,,,,,,,,,,,,,,,,,,
น้ำไหลแรง อาบน้ำสบาย แต่ไฟในห้องนอนค่อนข้างมืด,3,USER474,DORM325,,,,,,,,,,,,,,,,,,,,,,
ที่จอดรถมีแต่เล็กไปนิด ตอนคนเต็มต้องไปจอดไกลหน่อย,3,USER145,DORM365,,,,,,,,,,,,,,,,,,,,,,
อยู่สบายดี แต่ห้องเสียงดังจากถนนเยอะหน่อย,3,USER356,DORM43,,,,,,,,,,,,,,,,,,,,,,
เจ้าของหอใจดี แต่ระบบแจ้งซ่อมค่อนข้างช้า,3,USER99,DORM238,,,,,,,,,,,,,,,,,,,,,,
สิ่งอำนวยความสะดวกครบ แต่เก่าไปนิด อยากให้รีโนเวทบ้าง,3,USER116,DORM89,,,,,,,,,,,,,,,,,,,,,,
ฝนตกน้ำซึมเข้าขอบหน้าต่าง แต่พนักงานมาช่วยแก้ให้เร็ว,3,USER465,DORM390,,,,,,,,,,,,,,,,,,,,,,
หอพักน่าอยู่มาก สะอาด เงียบสงบ เดินทางสะดวก,4,USER109,DORM146,,,,,,,,,,,,,,,,,,,,,,
ห้องกว้างขวาง มีระเบียงส่วนตัว แอร์เย็นฉ่ำ,4,USER242,DORM42,,,,,,,,,,,,,,,,,,,,,,
อินเทอร์เน็ตเร็วดี ใช้เรียนออนไลน์ไม่มีปัญหาเลย,4,USER157,DORM243,,,,,,,,,,,,,,,,,,,,,,
แม่บ้านบริการดีมาก ทำความสะอาดห้องให้ทุกสัปดาห์,4,USER138,DORM9,,,,,,,,,,,,,,,,,,,,,,
มีพื้นที่นั่งอ่านหนังสือส่วนกลาง บรรยากาศดีมาก,4,USER431,DORM291,,,,,,,,,,,,,,,,,,,,,,
เฟอร์นิเจอร์ใหม่ครบชุด พร้อมอยู่มากๆ,4,USER9,DORM57,,,,,,,,,,,,,,,,,,,,,,
ระบบรักษาความปลอดภัยดี มียามเฝ้าตลอดคืน,4,USER460,DORM250,,,,,,,,,,,,,,,,,,,,,,
มีบริการซักอบรีดในหอ สะดวกมากๆ ประหยัดเวลาเยอะ,4,USER435,DORM380,,,,,,,,,,,,,,,,,,,,,,
ห้องน้ำแยกโซนเปียกแห้งดี น้ำแรงสะใจ,4,USER265,DORM414,,,,,,,,,,,,,,,,,,,,,,
เจ้าของหอน่ารักมาก ดูแลและใส่ใจลูกค้าดี,4,USER411,DORM197,,,,,,,,,,,,,,,,,,,,,,
มีลิฟต์ 2 ตัว รอไม่นาน ไม่ต้องเบียดกันช่วงเวลาเร่งด่วน,4,USER115,DORM329,,,,,,,,,,,,,,,,,,,,,,
ทำเลดีมาก ใกล้ตลาด ใกล้ 7-11 เดินได้สบาย,4,USER169,DORM484,,,,,,,,,,,,,,,,,,,,,,
ห้องตกแต่งสวยงามสไตล์มินิมอล ชอบมากกก,4,USER410,DORM331,,,,,,,,,,,,,,,,,,,,,,
อุปกรณ์ครบครัน มีเตาไมโครเวฟและตู้เย็นในห้อง,4,USER122,DORM320,,,,,,,,,,,,,,,,,,,,,,
ที่จอดรถกว้างขวาง มีหลังคาคลุมตลอด,4,USER189,DORM209,,,,,,,,,,,,,,,,,,,,,,
ระบบรักษาความปลอดภัยเข้มงวด อุ่นใจเวลาอยู่อาศัย,4,USER437,DORM370,,,,,,,,,,,,,,,,,,,,,,
ห้องใหม่เอี่ยม กลิ่นเฟอร์นิเจอร์ใหม่หอมๆ,4,USER263,DORM495,,,,,,,,,,,,,,,,,,,,,,
สระว่ายน้ำสะอาดมาก มีเจ้าหน้าที่ดูแลตลอด,4,USER229,DORM480,,,,,,,,,,,,,,,,,,,,,,
ซักผ้าฟรี มีเครื่องอบด้วย ประทับใจสุดๆ,4,USER475,DORM376,,,,,,,,,,,,,,,,,,,,,,
แอร์เย็นสบาย น้ำแรงดี มีบริการซ่อมบำรุงรวดเร็ว,4,USER380,DORM409,,,,,,,,,,,,,,,,,,,,,,
หอพักดีที่สุดที่เคยอยู่มา ใหม่ สะอาด เงียบ สะดวกครบครัน,5,USER76,DORM236,,,,,,,,,,,,,,,,,,,,,,
ห้องใหญ่ สวย สะอาด ตรงปกมากๆ ประทับใจสุดๆ,5,USER486,DORM176,,,,,,,,,,,,,,,,,,,,,,
การบริการดีเยี่ยม เจ้าของหอน่ารักมาก เอาใจใส่สุดๆ,5,USER242,DORM321,,,,,,,,,,,,,,,,,,,,,,
อินเทอร์เน็ตเร็วมาก เล่นเกม ดูหนังลื่นหัวแตก,5,USER425,DORM41,,,,,,,,,,,,,,,,,,,,,,
ห้องตกแต่งสวย เฟอร์นิเจอร์ใหม่ทุกชิ้น คุ้มเกินราคา,5,USER200,DORM23,,,,,,,,,,,,,,,,,,,,,,
ความปลอดภัยสูงมาก มีกล้องวงจรปิดทุกมุมอาคาร,5,USER58,DORM103,,,,,,,,,,,,,,,,,,,,,,
ใกล้รถไฟฟ้า แหล่งอาหาร และ 7-11 สะดวกทุกอย่าง,5,USER488,DORM298,,,,,,,,,,,,,,,,,,,,,,
ระบบรักษาความปลอดภัยดีที่สุด เช็คเข้าออกทุกคน,5,USER40,DORM28,,,,,,,,,,,,,,,,,,,,,,
หอมีฟิตเนสและสระว่ายน้ำฟรี ใช้งานได้จริงและสะอาดมาก,5,USER339,DORM203,,,,,,,,,,,,,,,,,,,,,,
เจ้าหน้าที่ทุกคนยิ้มแย้ม เป็นมิตร ดูแลเหมือนครอบครัว,5,USER275,DORM401,,,,,,,,,,,,,,,,,,,,,,
ห้องน้ำสะอาด น้ำอุ่นแรง อาบน้ำฟินๆทุกวัน,5,USER185,DORM64,,,,,,,,,,,,,,,,,,,,,,
ห้องใหม่มากๆ ไม่มีฝุ่น เฟอร์ครบอยู่ได้เลยไม่ต้องซื้ออะไรเพิ่ม,5,USER480,DORM201,,,,,,,,,,,,,,,,,,,,,,
สัญญาณมือถือดีทุกค่าย ไม่ต้องกลัวสัญญาณหลุด,5,USER296,DORM259,,,,,,,,,,,,,,,,,,,,,,
มีบริการรับส่งพัสดุถึงหน้าห้อง ฟรี,5,USER382,DORM405,,,,,,,,,,,,,,,,,,,,,,
ห้องใหญ่ เงียบสงบ อยู่สบายสุดๆ ไม่มีเสียงรบกวนเลย,5,USER33,DORM136,,,,,,,,,,,,,,,,,,,,,,
ระบบไฟฟ้า น้ำประปา สภาพดีมาก ไม่มีปัญหาเลยตลอดปีที่อยู่,5,USER40,DORM211,,,,,,,,,,,,,,,,,,,,,,
เจ้าของหอใจดี คอยถามความพึงพอใจตลอดเวลา,5,USER230,DORM54,,,,,,,,,,,,,,,,,,,,,,
ที่จอดรถเยอะมาก มีที่ว่างตลอด ไม่ต้องแย่งกัน,5,USER288,DORM395,,,,,,,,,,,,,,,,,,,,,,
มี coworking space ให้นั่งทำงานฟรี พร้อมกาแฟสด,5,USER207,DORM40,,,,,,,,,,,,,,,,,,,,,,
หอพักในฝันเลย อยู่สบาย ปลอดภัย สะอาด บริการเยี่ยม,5,USER306,DORM281,,,,,,,,,,,,,,,,,,,,,,
wifi ช้ามากกกกจนใช้ไม่ได้เลย เข้าเว็บไซต์ธรรมดาก็ใช้เวลานานมาก พวก YouTube หรือ Netflix ลืมไปได้เลย บัฟเฟอร์ตลอดเวลา ทำงานส่งอาจารย์ก็ส่งไม่ได้ ต้องไปใช้ที่ร้านกาแฟแทน แถมบางวันก็ใช้ไม่ได้เลยด้วยซ้ำ ทั้งที่ในโฆษณาบอกว่ามี high-speed internet แต่ความจริงช้ากว่า 3G อีก ค่าห้องแพงมากเกือบหมื่น แต่คุณภาพต่ำมาก ห้องก็เล็ก เฟอร์นิเจอร์ก็เก่า แอร์ก็เสียงดัง น้ำในห้องน้ำก็มีกลิ่นเหม็น บริการแย่มาก พนักงานพูดจาไม่ดี ไม่มีความเป็นมืออาชีพเลย เสียดายเงินมาก 😡😡😡,1,USER398,DORM86,,,,,,,,,,,,,,,,,,,,,,
เฟอร์นิเจอร์เก่ามาก ตู้เสื้อผ้าบานพับหลุด เตียงก็ไม่ค่อยแข็งแรง แต่พนักงานทำความสะอาดขยันดี,2,USER315,DORM347,,,,,,,,,,,,,,,,,,,,,,
ห้องพักก็โอเค ไม่ได้ดีมากแต่ก็ไม่แย่ อินเทอร์เน็ตเร็วพอใช้ ทำเลก็ไม่ไกลจากมหาลัยเท่าไหร่,3,USER110,DORM58,,,,,,,,,,,,,,,,,,,,,,
หอพักค่อนข้างเก่า แต่สะอาดดี พนักงานก็บริการดี มีร้านอาหารใกล้ๆ สะดวก,3,USER399,DORM452,,,,,,,,,,,,,,,,,,,,,,
แอร์เย็นดี แต่มีเสียงดังจากถนนนิดหน่อย ห้องน้ำก็ใช้ได้ แต่อาจจะเล็กไปหน่อย โดยรวมก็โอเค,3,USER409,DORM236,,,,,,,,,,,,,,,,,,,,,,
ค่าห้องสมเหตุสมผล ได้ห้องขนาดกำลังดี เฟอร์นิเจอร์ก็ใช้งานได้ แต่ wifi ช้าไปนิด,3,USER449,DORM183,,,,,,,,,,,,,,,,,,,,,,
ถือว่าพอใช้ได้สำหรับราคานี้ มีครบทุกอย่างที่จำเป็น แต่ไม่มีอะไรพิเศษ ห้องก็สะอาดพอควร,3,USER122,DORM480,,,,,,,,,,,,,,,,,,,,,,
มันก็โอเคนะ ห้องกว้างดี แต่เฟอร์นิเจอร์เก่าไปหน่อย ทำเลก็ไม่เลว มีรถเมล์ผ่านหลายสาย,3,USER233,DORM337,,,,,,,,,,,,,,,,,,,,,,
หอพื้นๆ ธรรมดา ไม่ได้หรูแต่ก็พออยู่ได้สบาย มีร้านซักผ้าข้างล่าง สะดวกดี,3,USER475,DORM16,,,,,,,,,,,,,,,,,,,,,,
เฉยๆนะ ไม่ได้แย่แต่ก็ไม่ได้ดีมาก อินเทอร์เน็ตบางช่วงก็ช้า แต่พนักงานบริการดี,3,USER92,DORM19,,,,,,,,,,,,,,,,,,,,,,
มันก็กลางๆนะ ไม่ได้แย่แต่ก็ไม่ได้ดีมาก ข้อดีคือค่าเช่าถูกกว่าหอพักแถวนี้หลายที่ ค่าน้ำค่าไฟก็คิดตามมิเตอร์จริง ไม่มีการบวกเพิ่ม ข้อเสียคือห้องค่อนข้างเก่า เฟอร์นิเจอร์ก็เก่าหน่อย สีซีดๆ แต่ใช้งานได้ปกติ ห้องก็สะอาดดี ไม่มีกลิ่นอับ ทำเลก็พอใช้ได้ มีร้านสะดวกซื้ออยู่ใกล้ๆ มีรถเมล์ผ่านหน้าหอ เดินทางไปมหาวิทยาลัยก็ไม่ยาก แต่ถ้าต้องไปไกลๆ หรือต้องไปห้างสรรพสินค้า อาจจะลำบากหน่อย,3,USER348,DORM353,,,,,,,,,,,,,,,,,,,,,,
พื้นฐานเลย ได้ในสิ่งที่จ่าย ไม่มีอะไรพิเศษ แต่ก็ไม่มีปัญหาร้ายแรง,3,USER259,DORM369,,,,,,,,,,,,,,,,,,,,,,
ค่าห้องเหมาะสมกับสิ่งที่ได้ ห้องธรรมดา สิ่งอำนวยความสะดวกก็พื้นฐาน แต่โลเคชั่นดี,3,USER158,DORM322,,,,,,,,,,,,,,,,,,,,,,
กลางๆอ่ะ เฟอร์นิเจอร์ไม่ค่อยดี แต่ห้องสะอาด แอร์เย็นดี ค่าน้ำค่าไฟก็ไม่แพง,3,USER307,DORM416,,,,,,,,,,,,,,,,,,,,,,
หอพักอยู่ได้ ไม่ได้แย่ แต่ก็ไม่ได้ดีมาก ระบบรักษาความปลอดภัยก็พอใช้ อยู่สบายดี,3,USER370,DORM235,,,,,,,,,,,,,,,,,,,,,,
พอใช้ได้ แต่ไม่ประทับใจอะไรมาก มีทั้งข้อดีข้อเสีย ข้อดีคือทำเล ข้อเสียคือห้องเก่า,3,USER217,DORM52,,,,,,,,,,,,,,,,,,,,,,
ก็นะ มันก็กลางๆ อยู่ได้สบายพอควร แต่ไม่มีอะไรพิเศษ เหมาะกับคนงบน้อย,3,USER123,DORM182,,,,,,,,,,,,,,,,,,,,,,
มันพออยู่ได้ ห้องพักธรรมดา เฟอร์นิเจอร์ก็ใช้งานได้ ทำเลก็ไม่เลว,3,USER74,DORM132,,,,,,,,,,,,,,,,,,,,,,
หอพักดีมากๆ ห้องสะอาดเรียบร้อย มีระบบรักษาความปลอดภัยที่น่าเชื่อถือ พนักงานบริการดีและเป็นกันเอง คอยช่วยเหลือตลอดเวลาที่มีปัญหา มีสิ่งอำนวยความสะดวกครบครัน ทั้งเครื่องซักผ้า ตู้น้ำดื่ม และห้องอ่านหนังสือส่วนกลาง แม้ว่าค่าเช่าอาจจะสูงไปนิดหน่อยเมื่อเทียบกับหอแถวนี้ แต่คิดว่าคุ้มค่ากับสิ่งที่ได้รับ โดยรวมแล้วประทับใจมาก,3,USER497,DORM439,,,,,,,,,,,,,,,,,,,,,,
ห้องพักกว้างขวางมาก แสงธรรมชาติเข้าถึงทุกมุมห้อง ทำให้รู้สึกโปร่งสบาย อากาศถ่ายเทได้ดี ไม่อึดอัด เฟอร์นิเจอร์คุณภาพดี แข็งแรงทนทาน ห้องน้ำสะอาด ไม่มีกลิ่น ระบบน้ำดี ไม่เคยมีปัญหาน้ำไม่ไหล อาจจะมีปัญหาเรื่องอินเทอร์เน็ตที่บางช่วงเวลาช้าไปนิด โดยเฉพาะช่วงเย็นที่ทุกคนกลับมาที่หอ แต่โดยรวมถือว่าดีมาก ประทับใจกับการอยู่อาศัยที่นี่,4,USER387,DORM208,,,,,,,,,,,,,,,,,,,,,,
ประทับใจมากกับการบริการของหอพักนี้ พนักงานทุกคนใส่ใจรายละเอียด คอยดูแลและแก้ปัญหาให้อย่างรวดเร็ว เวลามีอะไรเสียหรือต้องการความช่วยเหลือ แจ้งปุ๊บก็มาปั๊บเลย ห้องพักสะอาดมาก มีแม่บ้านมาทำความสะอาดพื้นที่ส่วนกลางทุกวัน มีเครื่องซักผ้าให้บริการที่ชั้น 1 สะดวกมาก ไม่ต้องออกไปซักข้างนอก ระบบความปลอดภัยก็ดี มีกล้องวงจรปิดทั่วอาคาร รู้สึกคุ้มค่ากับราคาที่จ่ายไปมากๆ,4,USER386,DORM8,,,,,,,,,,,,,,,,,,,,,,
หอพักสะอาด มีระบบทำความสะอาดที่ดีมาก ไม่เคยเจอปัญหาเรื่องความสกปรกหรือแมลงรบกวนเลย ระบบรักษาความปลอดภัยก็เยี่ยมมาก มีกล้องวงจรปิดทั่วทุกมุมของอาคาร มี รปภ. ดูแลตลอด 24 ชั่วโมง ทำเลที่ตั้งก็ดีมาก อยู่ใกล้แหล่งชุมชน มีร้านสะดวกซื้อ ร้านอาหาร ตลาด อยู่รอบๆ เดินทางไปไหนมาไหนสะดวกมาก มีรถเมล์ผ่านหลายสาย อยู่ไม่ไกลจากรถไฟฟ้า ถือว่าเป็นหอพักที่ตอบโจทย์การใช้ชีวิตประจำวันได้ดีมาก,4,USER35,DORM370,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้ตกแต่งสวยงามมาก ดูดีมีสไตล์ ห้องพักออกแบบได้ลงตัว ใช้พื้นที่คุ้มค่า มีเฟอร์นิเจอร์ครบครัน ทั้งโต๊ะทำงาน เตียงนอนคุณภาพดี ตู้เสื้อผ้าจุของได้เยอะ พนักงานทุกคนยิ้มแย้มเป็นมิตร ให้บริการดี หอพักมีพื้นที่ส่วนกลางให้นั่งทำงาน มี Co-working space ที่เปิด 24 ชั่วโมง สะดวกมากสำหรับคนทำงาน มีเพียงจุดเดียวที่อาจจะต้องปรับปรุงคือที่จอดรถมีไม่เพียงพอในช่วงวันหยุด แต่โดยรวมถือว่าเป็นหอพักที่น่าอยู่มากๆ,4,USER15,DORM285,,,,,,,,,,,,,,,,,,,,,,
ชอบที่นี่มากๆ สถานที่สะอาดเรียบร้อย ห้องพักกว้างขวาง วิวสวย อากาศถ่ายเทได้ดี มีสิ่งอำนวยความสะดวกครบครัน ทั้งเครื่องซักผ้า ตู้กดน้ำ ฟิตเนส และสระว่ายน้ำ ระบบรักษาความปลอดภัยดีเยี่ยม มีคีย์การ์ดเข้าออก กล้องวงจรปิดทั่วอาคาร พนักงานก็ยิ้มแย้มแจ่มใส เป็นมิตร บริการดีมาก เอาใจใส่ผู้พักอาศัยทุกคน ที่สำคัญคือทำเลดีมาก ใกล้มหาวิทยาลัย มีร้านอาหารมากมายรอบๆ 7-11 อยู่ใกล้ ถ้ามีโอกาสจะกลับมาพักอีกแน่นอน แนะนำสำหรับคนที่กำลังมองหาหอพักคุณภาพดี,4,USER337,DORM231,,,,,,,,,,,,,,,,,,,,,,
"หอพักที่ดีที่สุดเท่าที่เคยอยู่มา! ห้องกว้างขวาง แสงธรรมชาติเข้าถึงดีมาก วิวสวย เฟอร์นิเจอร์คุณภาพดีทั้งหมด เตียงนอนสบาย โซฟานั่งสบาย มีโต๊ะทำงานขนาดใหญ่ ตู้เสื้อผ้าจุของได้เยอะ ห้องน้ำสะอาด มีน้ำอุ่นตลอด 24 ชั่วโมง แอร์เย็นสบาย ไม่มีเสียงรบกวน ระบบรักษาความปลอดภัยเยี่ยมยอด มีกล้องวงจรปิดทั่วอาคาร รปภ.ดูแลตลอด 24 ชั่วโมง พนักงานทุกคนใส่ใจบริการ ยิ้มแย้มแจ่มใส เป็นกันเอง คอยช่วยเหลือทุกเรื่อง อินเทอร์เน็ตเร็วมาก เล่น Netflix, YouTube ได้สบาย ไม่มีสะดุด ที่สำคัญคือทำเลดีเยี่ยม ใกล้มหาวิทยาลัย ใกล้ห้างสรรพสินค้า มีร้านอาหารมากมายรอบๆ ประทับใจมากๆ คุ้มค่าทุกบาททุกสตางค์ที่จ่ายไป ขอแนะนำหอพักนี้ให้ทุกคนเลย!",4,USER64,DORM344,,,,,,,,,,,,,,,,,,,,,,
ประทับใจมากกับหอพักนี้! ทุกอย่าง perfect มาก ห้องพักสวยมาก ตกแต่งได้ลงตัว ดูหรูหรามีระดับ มีเครื่องใช้ไฟฟ้าครบครัน ทั้งทีวี ตู้เย็น ไมโครเวฟ เครื่องทำน้ำอุ่น อินเทอร์เน็ตความเร็วสูง สระว่ายน้ำสะอาด ฟิตเนสทันสมัย มีห้องซักผ้าส่วนกลาง มีร้านสะดวกซื้อในอาคาร สิ่งอำนวยความสะดวกครบครัน พนักงานบริการดีเยี่ยม ให้ความช่วยเหลือดีมาก เอาใจใส่ผู้พักอาศัยทุกคน รู้สึกอุ่นใจและปลอดภัยมากที่นี่ รถสาธารณะผ่านหลายสาย เดินทางสะดวก ใกล้ห้างสรรพสินค้า ร้านอาหาร และสถานที่สำคัญหลายแห่ง คุ้มค่าสมราคาที่จ่ายไป ถ้าใครมองหาหอพักดีๆ อยู่ แนะนำที่นี่เลย รับรองไม่ผิดหวัง! ⭐️⭐️⭐️⭐️⭐️,5,USER248,DORM26,,,,,,,,,,,,,,,,,,,,,,
